,,,,,
,A. GRAĐEVINSKI RADOVI,,,,
,,,,,
B.02.5,"Nabava materijala, dovoz i postavljanje sokla od  keramičkih pločica na sudaru zidova i podova balokna i terasa pomoću fleksibilnog građevinskog ljepila. Soklo je od keramičkih pločica I.klase visine 10 cm. U cijenu uključeno i fugiranje keramičkih pločica fuger masom u tonu prema izboru investitora.",m′,6.7,,
,,,,,
,B. 02. KERAMIČARSKI RADOVI:     Kuna,,,,
,,,,,
,B. 03. SOBOSLIKARSKO-LIČILAČKI RADOVI,,,,
,,,,,
,Opći i posebni uvjeti sastavni dio su ovog troškovnika. Sve navedeno u općim uvjetima što utječe na ukupnu cijenu obavezno ukalkulirati u jediničnu cijenu svake pojedine stavke troškovnika. Naknadni zahtjevi nakon ugovaranja neće se priznavati.,,,,
,"Prije početka radova izvođač mora ustanoviti kvalitetu podloge. Ukoliko odstupanja prelaze normativom definirana za tu grupu radova, izvoditelj ima pravo traženja povećane naknade za saniranje podloge. Trošak investitor zaračunava izvoditelju radova za ab ili zidane konstrukcije.",,,,
,"Jedinična cijena sadržava sav materijal, horizontalne i vertikalne transporte, pomoćnu radnu skelu, čišćenje radnog prostora nakon izvedenih radova i odvoz viška materijala.",,,,
B.03.1,"Nabava materijala, dovoz i bojanje unutrašnjih zidova disperzivnim bojama u tonu po izboru investitora dva puta, kao Jupol, uz prethodno gletanje dva puta, fino brušenje i premazivanje površina kontakt podlogom prije bojanja. U cijenu uključena pomoćna radna skela za bojanje.",m²,270,,
B.03.2,"Nabava materijala i bojanje unutrašnjih stropova disperzivnim bojama u tonu po izboru investitora dva puta, kao Jupol, uz prethodno gletanje stropova izravnavajućom masom kao Teranil extra dva puta,  prethodno premazivanje površina kontakt podlogom. U cijenu uključena pomoćna radna skela za bojanje.",m²,91,,
,,,,,
,B. 03. SOBOSLIKARSKO-LIČILAČKI RADOVI:     Kuna,,,,
,,,,,
,B. 04. KAMENOREZAČKI RADOVI,,,,
,,,,,
,Opći i posebni uvjeti sastavni dio su ovog troškovnika. Sve navedeno u općim uvjetima što utječe na ukupnu cijenu obavezno ukalkulirati u jediničnu cijenu svake pojedine stavke troškovnika. Naknadni zahtjevi nakon ugovaranja neće se priznavati.,,,,
,"Jedinična cijena sadržava sav materijal, horizontalne i vertikalne transporte, pomoćnu radnu skelu, čišćenje radnog prostora nakon izvedenih radova i odvoz viška materijala.",,,,
B.04.1,"Nabava materijala, dovoz i postavljanje unutrašnjih kamenih klupica u cementni mort, debljine 2 cm. Klupice širine od 12 do 15 cm. Kamen Brački ili sl. U cijenu uključeno fugiranje i silikoniziranje spojeva.",m′,8.5,,
B.04.2,"Nabava materijala, dovoz i postavljanje vanjskih kamenih klupica u cementni mort, debljine 3 cm. Klupice širine do 20 cm. Kamen Brački ili sl. U cijenu uključeno fugiranje i silikoniziranje spojeva.",m′,8.5,,
B.04.3,"Nabava materijala, dovoz i postavljanje unutrašnjih kamenih pragova u cementni mort, debljine 3 cm. Pragovi širine do 15 cm. Kamen Brački ili sl. U cijenu uključeno fugiranje i silikoniziranje spojeva.",m′,3.7,,
B.04.4,"Nabava materijala, dovoz i postavljanje vanjskih kamenih pragova u cementni mort, debljine 3 cm. Pragovi širine do 20 cm. Kamen Brački ili sl. U cijenu uključeno fugiranje i silikoniziranje spojeva.",m′,3,,
,,,,,
,B. 04. KAMENOREZAČKI RADOVI:     Kuna,,,,
,,,,,
,B. 05. PVC RADOVI,,,,
,,,,,
,Opći i posebni uvjeti sastavni dio su ovog troškovnika. Sve navedeno u općim uvjetima što utječe na ukupnu cijenu obavezno ukalkulirati u jediničnu cijenu svake pojedine stavke troškovnika. Naknadni zahtjevi nakon ugovaranja neće se priznavati.,,,,
,Obveza izvoditelja je izrada radioničkih nacrta i nacrta detalja zatvaranja kliznih vratnih krila. Radioničke nacrte potrebno je dostaviti projektantu na ovjeru.,,,,
B.05.1,"Nabava materijala, izrada i montaža ulaznih vrata od PVC peterokomornih profila. U cijenu uključene sve gumene brtve, okovi, kvake, štitnici, cilindar brava sa tri ključa, odbojnik i ostali sitni potrošni materijal i pribor za montažu. Zidarska mjera 101x211 cm. Ispuna vrata od ukrasnog profiliranog termo panela. POZ 1.",kom,1,,
B.05.2,"Nabava materijala, izrada i montaža prozora, balkonskih vrata i balkonskih stijena od PVC peterokomornih profila. U cijenu uključene sve gumene brtve, okovi, kvake, štitnici i ostali sitni potrošni materijal i pribor za montažu kao i IZO staklo na otvorima dim. 4+16+4 mm sa LOW premazom. Zidarske mjere. Svi prozori i vrata su opremljeni sa pvc kutijom i aluminijskim roletnama.",,,,
,Prozori,,,,
a),"dvokrilni otklopno/zaokretni prozor na sobi (zapad) dim.111x141 cm, POZ 2.",kom,1,,
b),"dvokrilni otklopno/zaokretni prozor na sobi (sjevero/zapad) dim.161x141 cm, POZ 3.",kom,1,,
c),"dvokrilni otklopno/zaokretni prozor na sobi (sjever) dim.141x141 cm, POZ 4.",kom,1,,
d),"jednokrilni otklopno/zaokretni prozor na kupatilu i ostavi dim.61x81 cm, POZ 5.",kom,2,,
e),"četverokrilni otklopno/zaokretni prozor na dnevnom boravku dim.261x141 cm, POZ 6.",kom,1,,
f),"jednokrilni otklopno/zaokretni prozor na kuhinji dim.61x141 cm, POZ 8.",kom,1,,
,Balkonska vrata,,,,
g),"dvokrilna balkonska vrata, dim.201x231 cm, POZ 7.",kom,1,,
B.05.3,"Nabava materijala, izrada, dovoz i montaža ograde na vanjskoj terasi. Ograda je izrađena od horizontalnih profila 40x40x3 mm i vertikalnih prečki 20x20x3 mm. Uključen kompletan pričvrsni materijal i pribor. Sve obojano dva puta temeljnom bojom i dva puta uljanom bojom po izboru investitora.",m′,9.8,,
,,,,,
,B. 05. PVC RADOVI:     Kuna,,,,
,,,,,
,B. 06. STOLARSKI RADOVI ,,,,
,,,,,
,Opći i posebni uvjeti sastavni dio su ovog troškovnika. Sve navedeno u općim uvjetima što utječe na ukupnu cijenu obavezno ukalkulirati u jediničnu cijenu svake pojedine stavke troškovnika. Naknadni zahtjevi nakon ugovaranja neće se priznavati.,,,,
,Sheme stolarije su sastavni dio ponudbenog troškovnika. Obveza izvoditelja je izrada radioničkih nacrta koje je potrebno dostaviti projektantu na ovjeru.,,,,
B.06.1,"Nabava materijala, izrada i montaža jednokrilnih unutrašnjih vrata. Krilo vrata je duplo šperovano hrastovim furnirom i ispunom od presovane iverice kao Iverkol, a štokovi su od masivnog drveta bojeni prema izboru investitora. U cijenu uključeni svi okovi, ručke, štitnici, cilindar brava sa cilindrom i tri ključa i gumene brtve. Izvesti sve prema shemi. Stolarske mjere.",,,,
a),"dnevni boravak, desna, dim.91x205 cm, POZ 1;",kom,1,,
b),"soba zapad, desna, dim.81x205 cm, POZ 2;",kom,1,,
c),"soba sjevero/zapad s nad, lijeva, dim.81x205 cm, POZ 4;",kom,1,,
d),"soba sjeveroistok, lijeva, dim.81x205 cm, POZ 5;",kom,1,,
e),"kupatilo, lijeva, dim.71x205 cm, POZ 6;",kom,1,,
f),"ostava, lijeva,dim.71x205 cm, POZ 7;",kom,1,,
,,,,,
,B. 06. STOLARSKI RADOVI:     Kuna,,,,
,,,,,
,B. 07. PARKETARSKI RADOVI,,,,
,,,,,
,Opći i posebni uvjeti sastavni dio su ovog troškovnika. Sve navedeno u općim uvjetima što utječe na ukupnu cijenu obavezno ukalkulirati u jediničnu cijenu svake pojedine stavke troškovnika. Naknadni zahtjevi nakon ugovaranja neće se priznavati.,,,,
B.07.1,"Nabava materijala, dovoz i postavljanje laminata debljine 10 mm. U cijenu uključeno postavljanje spužvaste folije debljine 3 mm i postavljanje ukrasnih kutnih letvica.",m²,34,,
,,,,,
,B. 07. PARKETARSKI RADOVI:     Kuna,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,REKAPITULACIJA,,,,
,,,,,
,A. GRAĐEVINSKI RADOVI,,,,
,,,,,
,A. 01. PRIPREMNI RADOVI,kuna,,,
,,,,,
,A. 02. ZEMLJANI RADOVI,kuna,,,
,,,,,
,A. 03. BETONSKI I AB RADOVI,kuna,,,
,,,,,
,A. 04. ARMIRAČKI RADOVI,kuna,,,
,,,,,
,A. 05. ZIDARSKI RADOVI,kuna,,,
,,,,,
,A. 06. IZOLATERSKI RADOVI,kuna,,,
,,,,,
,A. 07. FASADERSKI RADOVI,kuna,,,
,,,,,
,A. 08. KROVOPOKRIVAČKI RADOVI,kuna,,,
,,,,,
,A. GRAĐEVINSKI RADOVI,kuna,,,
,,,,,
,,,,,
,,,,,
,B. OBRTNIČKI RADOVI,,,,
,,,,,
,B. 01. LIMARSKI RADOVI ,kuna,,,
,,,,,
,B. 02. KERAMIČARSKI RADOVI,kuna,,,
,,,,,
,B. 03. SOBOSLIKARSKO-LIČILAČKI RADOVI,kuna,,,
,,,,,
,B. 04. KAMENOREZAČKI RADOVI,kuna,,,
,,,,,
,B. 05. PVC RADOVI,kuna,,,
,,,,,
,B. 06. STOLARSKI RADOVI ,kuna,,,
,,,,,
,B. 07. PARKETARSKI RADOVI,kuna,,,
,,,,,
,B. OBRTNIČKI RADOVI,kuna,,,
,,,,,
,,,,,
,,,,,
,C. INSTALATERSKI RADOVI,,,,
,,,,,
,C. 01. HIDROINSTALATERSKI RADOVI ,kuna,,,
,,,,,
,C. 02. ELEKTROINSTALATERSKI RADOVI,kuna,,,
,,,,,
,C. 03. STROJARSKI RADOVI,kuna,,,
,,,,,
,C. INSTALATERSKI RADOVI,kuna,,,
,,,,,
,,,,,
,,,,,
,,,,,
,SVEUKUPNA  REKAPITULACIJA,,,,
,,,,,
,A. GRAĐEVINSKI RADOVI,kuna,,,
,,,,,
,B. OBRTNIČKI RADOVI,kuna,,,
,,,,,
,C. INSTALATERSKI RADOVI,kuna,,,
,,,,,
,SVEUKUPNO RADOVI:,kuna,,,
,,,,,
,PDV   (25%),kuna,,,
,,,,,
,SVEUKUPNO RADOVI S PDV-om:,kuna,,,
